run,cached,step,type,request_id,ip_addr,full_url,url,documentURL,is_secure,method,host,frame_id,responseCode,request_type,load_ms,ttfb_ms,load_start,load_start_float,bytesIn,objectSize,objectSizeUncompressed,expires,cacheControl,contentType,contentEncoding,socket,protocol,dns_start,dns_end,connect_start,connect_end,ssl_start,ssl_end,initiator,initiator_line,initiator_column,initiator_function,initiator_type,priority,initial_priority,bytesOut,score_cache,score_cdn,score_gzip,score_cookies,score_keep-alive,score_compress,dns_ms,connect_ms,ssl_ms,gzip_total,gzip_save,image_total,image_save,cache_time,cdn_provider,created,netlog_id,final_base_page,is_base_page,load_end,ttfb_start,ttfb_end,download_start,download_end,download_ms,all_start,all_end,all_ms,index,number,cpu.EvaluateScript,cpu.v8.compile,cpu.FunctionCall,cpuTime,renderBlocking,socket_group,http2_stream_id,http2_stream_dependency,http2_stream_weight,http2_stream_exclusive,tls_version,tls_resumed,tls_next_proto,tls_cipher_suite,server_port,
1,0,Step_1,3,89822.84,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/14k-06~x1v_rg.js,/_next/static/chunks/14k-06~x1v_rg.js,,1,GET,workspaceweb-toolify-production.up.railway.app,E34A6748A3EBB6C1F2E34DC5A1792D2E,200,Script,204.00,187.00,"3,258.00","3,258.00",9021,9021,27785,,"public, max-age=31536000, immutable",application/javascript,gzip,144,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/turbopack-0r.ia7-wx7_ii.js,0,10086,,script,Low,Low,1966,100,100,100,0,100,-1,-1.00,-1.00,-1.00,9169,0,,,"31,536,000.00",Fastly,3257,506,0,0,"3,462.00","3,258.00","3,445.00","3,445.00","3,462.00",17.00,"3,258.00","3,462.00",204.00,57,58,2,1,,3.00,non_blocking,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,115,113,147,1,,,,,443,
1,0,Step_1,3,89822.85,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/compress-pdf?_rsc=1pn8p,/compress-pdf?_rsc=1pn8p,,1,GET,workspaceweb-toolify-production.up.railway.app,E34A6748A3EBB6C1F2E34DC5A1792D2E,200,Fetch,207.00,205.00,"3,258.00","3,258.00",764,764,1920,,s-maxage=31536000,text/x-component,gzip,144,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/0.1nke4_alib~.js,0,98701,T,script,Low,Low,2236,0,100,100,0,100,-1,-1.00,-1.00,-1.00,839,0,,,0.00,Fastly,3258,512,0,0,"3,465.00","3,258.00","3,463.00","3,463.00","3,465.00",2.00,"3,258.00","3,465.00",207.00,58,59,,,,,,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,117,115,147,1,,,,,443,
1,0,Step_1,3,89822.86,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/compress-pdf?_rsc=7q6cq,/compress-pdf?_rsc=7q6cq,,1,GET,workspaceweb-toolify-production.up.railway.app,E34A6748A3EBB6C1F2E34DC5A1792D2E,200,Fetch,193.00,192.00,"3,280.00","3,280.00",289,289,525,,s-maxage=31536000,text/x-component,gzip,144,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/0.1nke4_alib~.js,0,98701,T,script,Low,Low,2257,0,100,100,0,100,-1,-1.00,-1.00,-1.00,355,0,,,0.00,Fastly,3280,518,0,0,"3,473.00","3,280.00","3,472.00","3,472.00","3,473.00",1.00,"3,280.00","3,473.00",193.00,59,60,,,,,,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,119,117,147,1,,,,,443,
1,0,Step_1,3,89822.87,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/compress-pdf?_rsc=1wlu9,/compress-pdf?_rsc=1wlu9,,1,GET,workspaceweb-toolify-production.up.railway.app,E34A6748A3EBB6C1F2E34DC5A1792D2E,200,Fetch,198.00,196.00,"3,292.00","3,292.00",393,393,848,,s-maxage=31536000,text/x-component,gzip,144,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/0.1nke4_alib~.js,0,98701,T,script,Low,Low,2284,0,100,100,0,100,-1,-1.00,-1.00,-1.00,552,0,,,0.00,Fastly,3291,524,0,0,"3,490.00","3,292.00","3,488.00","3,488.00","3,490.00",2.00,"3,292.00","3,490.00",198.00,60,61,,,,,,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,121,119,147,1,,,,,443,
1,0,Step_1,3,89822.88,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/076ukeue6sfxz.js,/_next/static/chunks/076ukeue6sfxz.js,,1,GET,workspaceweb-toolify-production.up.railway.app,E34A6748A3EBB6C1F2E34DC5A1792D2E,200,Script,208.00,192.00,"3,439.00","3,439.00",8626,8626,26122,,"public, max-age=31536000, immutable",application/javascript,gzip,144,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/turbopack-0r.ia7-wx7_ii.js,0,10086,,script,Low,Low,1966,100,100,100,0,100,-1,-1.00,-1.00,-1.00,8942,0,,,"31,536,000.00",Fastly,3437,530,0,0,"3,647.00","3,439.00","3,631.00","3,631.00","3,647.00",16.00,"3,439.00","3,647.00",208.00,61,62,1,1,,2.00,non_blocking,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,123,121,147,1,,,,,443,
1,0,Step_1,3,89822.89,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/split-pdf?_rsc=1pn8p,/split-pdf?_rsc=1pn8p,,1,GET,workspaceweb-toolify-production.up.railway.app,E34A6748A3EBB6C1F2E34DC5A1792D2E,200,Fetch,209.00,198.00,"3,439.00","3,439.00",766,766,1925,,s-maxage=31536000,text/x-component,gzip,144,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/0.1nke4_alib~.js,0,98701,T,script,Low,Low,2227,0,100,100,0,100,-1,-1.00,-1.00,-1.00,934,0,,,0.00,Fastly,3438,536,0,0,"3,648.00","3,439.00","3,637.00","3,637.00","3,648.00",11.00,"3,439.00","3,648.00",209.00,62,63,,,,,,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,125,123,147,1,,,,,443,
1,0,Step_1,3,89822.90,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/split-pdf?_rsc=1urun,/split-pdf?_rsc=1urun,,1,GET,workspaceweb-toolify-production.up.railway.app,E34A6748A3EBB6C1F2E34DC5A1792D2E,200,Fetch,188.00,187.00,"3,470.00","3,470.00",289,289,525,,s-maxage=31536000,text/x-component,gzip,144,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/0.1nke4_alib~.js,0,98701,T,script,Low,Low,2239,0,100,100,0,100,-1,-1.00,-1.00,-1.00,391,0,,,0.00,Fastly,3469,542,0,0,"3,658.00","3,470.00","3,657.00","3,657.00","3,658.00",1.00,"3,470.00","3,658.00",188.00,63,64,,,,,,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,127,125,147,1,,,,,443,
1,0,Step_1,3,89822.91,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/split-pdf?_rsc=mvet8,/split-pdf?_rsc=mvet8,,1,GET,workspaceweb-toolify-production.up.railway.app,E34A6748A3EBB6C1F2E34DC5A1792D2E,200,Fetch,192.00,186.00,"3,476.00","3,476.00",3021,3021,15364,,s-maxage=31536000,text/x-component,gzip,144,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/0.1nke4_alib~.js,0,98701,T,script,Low,Low,2266,0,100,100,0,100,-1,-1.00,-1.00,-1.00,3113,0,,,0.00,Fastly,3475,548,0,0,"3,668.00","3,476.00","3,662.00","3,662.00","3,668.00",6.00,"3,476.00","3,668.00",192.00,64,65,,,,,,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,129,127,147,1,,,,,443,
1,0,Step_1,3,89822.92,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/0yhf263o6h33n.js,/_next/static/chunks/0yhf263o6h33n.js,,1,GET,workspaceweb-toolify-production.up.railway.app,E34A6748A3EBB6C1F2E34DC5A1792D2E,200,Script,219.00,216.00,"3,494.00","3,494.00",6585,6585,17891,,"public, max-age=31536000, immutable",application/javascript,gzip,144,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/turbopack-0r.ia7-wx7_ii.js,0,10086,,script,Low,Low,1966,100,100,100,0,100,-1,-1.00,-1.00,-1.00,6678,0,,,"31,536,000.00",Fastly,3491,554,0,0,"3,713.00","3,494.00","3,710.00","3,710.00","3,713.00",3.00,"3,494.00","3,713.00",219.00,65,66,0,0,,1.00,non_blocking,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,131,129,147,1,,,,,443,
1,0,Step_1,3,89822.93,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/08auc.4.zt~qe.js,/_next/static/chunks/08auc.4.zt~qe.js,,1,GET,workspaceweb-toolify-production.up.railway.app,E34A6748A3EBB6C1F2E34DC5A1792D2E,200,Script,210.00,189.00,"3,495.00","3,495.00",9773,9773,30403,,"public, max-age=31536000, immutable",application/javascript,gzip,144,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/turbopack-0r.ia7-wx7_ii.js,0,10086,,script,Low,Low,1966,100,100,100,0,100,-1,-1.00,-1.00,-1.00,9930,0,,,"31,536,000.00",Fastly,3493,560,0,0,"3,705.00","3,495.00","3,684.00","3,684.00","3,705.00",21.00,"3,495.00","3,705.00",210.00,66,67,1,1,,1.00,non_blocking,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,133,131,147,1,,,,,443,
1,0,Step_1,3,89822.94,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/merge-pdf?_rsc=1pn8p,/merge-pdf?_rsc=1pn8p,,1,GET,workspaceweb-toolify-production.up.railway.app,E34A6748A3EBB6C1F2E34DC5A1792D2E,200,Fetch,219.00,219.00,"3,495.00","3,495.00",776,776,1918,,s-maxage=31536000,text/x-component,gzip,144,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/0.1nke4_alib~.js,0,98701,T,script,Low,Low,2227,0,100,100,0,100,-1,-1.00,-1.00,-1.00,934,0,,,0.00,Fastly,3494,566,0,0,"3,714.00","3,495.00","3,714.00","3,714.00","3,714.00",0.00,"3,495.00","3,714.00",219.00,67,68,,,,,,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,135,133,147,1,,,,,443,
1,0,Step_1,3,89822.95,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/merge-pdf?_rsc=hf01b,/merge-pdf?_rsc=hf01b,,1,GET,workspaceweb-toolify-production.up.railway.app,E34A6748A3EBB6C1F2E34DC5A1792D2E,200,Fetch,192.00,190.00,"3,652.00","3,652.00",289,289,525,,s-maxage=31536000,text/x-component,gzip,144,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/0.1nke4_alib~.js,0,98701,T,script,Low,Low,2239,0,100,100,0,100,-1,-1.00,-1.00,-1.00,378,0,,,0.00,Fastly,3651,572,0,0,"3,844.00","3,652.00","3,842.00","3,842.00","3,844.00",2.00,"3,652.00","3,844.00",192.00,68,69,,,,,,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,137,135,147,1,,,,,443,
1,0,Step_1,3,89822.96,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/merge-pdf?_rsc=16xsg,/merge-pdf?_rsc=16xsg,,1,GET,workspaceweb-toolify-production.up.railway.app,E34A6748A3EBB6C1F2E34DC5A1792D2E,200,Fetch,194.00,193.00,"3,660.00","3,660.00",3036,3036,15573,,s-maxage=31536000,text/x-component,gzip,144,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/0.1nke4_alib~.js,0,98701,T,script,Low,Low,2266,0,100,100,0,100,-1,-1.00,-1.00,-1.00,3102,0,,,0.00,Fastly,3660,578,0,0,"3,854.00","3,660.00","3,853.00","3,853.00","3,854.00",1.00,"3,660.00","3,854.00",194.00,69,70,,,,,,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,139,137,147,1,,,,,443,
1,0,Step_1,3,89822.97,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/0hn0q3jzpvyr_.js,/_next/static/chunks/0hn0q3jzpvyr_.js,,1,GET,workspaceweb-toolify-production.up.railway.app,E34A6748A3EBB6C1F2E34DC5A1792D2E,200,Script,203.00,188.00,"3,672.00","3,672.00",9035,9035,28382,,"public, max-age=31536000, immutable",application/javascript,gzip,144,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/turbopack-0r.ia7-wx7_ii.js,0,10086,,script,Low,Low,1966,100,100,100,0,100,-1,-1.00,-1.00,-1.00,9336,0,,,"31,536,000.00",Fastly,3670,584,0,0,"3,875.00","3,672.00","3,860.00","3,860.00","3,875.00",15.00,"3,672.00","3,875.00",203.00,70,71,1,0,,1.00,non_blocking,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,141,139,147,1,,,,,443,
1,0,Step_1,3,89822.98,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/?_rsc=1pn8p,/?_rsc=1pn8p,,1,GET,workspaceweb-toolify-production.up.railway.app,E34A6748A3EBB6C1F2E34DC5A1792D2E,200,Fetch,479.00,477.00,"3,673.00","3,673.00",708,708,1915,,s-maxage=31536000,text/x-component,gzip,144,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/0.1nke4_alib~.js,0,98701,T,script,Low,Low,2200,0,100,100,0,100,-1,-1.00,-1.00,-1.00,877,0,,,0.00,Fastly,3671,590,0,0,"4,152.00","3,673.00","4,150.00","4,150.00","4,152.00",2.00,"3,673.00","4,152.00",479.00,71,72,,,,,,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,143,141,147,1,,,,,443,
1,0,Step_1,3,89822.99,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/?_rsc=ivliq,/?_rsc=ivliq,,1,GET,workspaceweb-toolify-production.up.railway.app,E34A6748A3EBB6C1F2E34DC5A1792D2E,200,Fetch,190.00,188.00,"3,719.00","3,719.00",400,400,815,,s-maxage=31536000,text/x-component,gzip,144,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/0.1nke4_alib~.js,0,98701,T,script,Low,Low,2209,0,100,100,0,100,-1,-1.00,-1.00,-1.00,578,0,,,0.00,Fastly,3718,596,0,0,"3,909.00","3,719.00","3,907.00","3,907.00","3,909.00",2.00,"3,719.00","3,909.00",190.00,72,73,,,,,,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,145,143,147,1,,,,,443,
1,0,Step_1,3,89822.100,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/0mk6rhm~6j~e4.js,/_next/static/chunks/0mk6rhm~6j~e4.js,,1,GET,workspaceweb-toolify-production.up.railway.app,E34A6748A3EBB6C1F2E34DC5A1792D2E,200,Script,239.00,224.00,"3,858.00","3,858.00",9070,9070,27807,,"public, max-age=31536000, immutable",application/javascript,gzip,144,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/turbopack-0r.ia7-wx7_ii.js,0,10086,,script,Low,Low,1966,100,100,100,0,100,-1,-1.00,-1.00,-1.00,9162,0,,,"31,536,000.00",Fastly,3856,602,0,0,"4,097.00","3,858.00","4,082.00","4,082.00","4,097.00",15.00,"3,858.00","4,097.00",239.00,73,74,1,0,,1.00,non_blocking,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,147,145,147,1,,,,,443,
1,0,Step_1,3,89822.101,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/10q7i~ppwd2ii.js,/_next/static/chunks/10q7i~ppwd2ii.js,,1,GET,workspaceweb-toolify-production.up.railway.app,E34A6748A3EBB6C1F2E34DC5A1792D2E,200,Script,725.00,190.00,"3,858.00","3,858.00",175166,175166,423027,,"public, max-age=31536000, immutable",application/javascript,gzip,144,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/turbopack-0r.ia7-wx7_ii.js,0,10086,,script,Low,Low,1966,100,100,100,0,100,-1,-1.00,-1.00,-1.00,175485,0,,,"31,536,000.00",Fastly,3857,608,0,0,"4,583.00","3,858.00","4,048.00","4,048.00","4,583.00",535.00,"3,858.00","4,583.00",725.00,74,75,7,6,,13.00,non_blocking,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,149,147,147,1,,,,,443,
2,0,Step_1,3,DAE589F9E95081B8D72F199AF7C6B41F,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/,/,,1,GET,workspaceweb-toolify-production.up.railway.app,74EDA16F2BF16CED5E4BB80356DFDCB7,200,Document,380.00,375.00,131.00,131.00,2514,2514,10421,,s-maxage=31536000,text/html,gzip,139,HTTP/2,1.00,39.00,39.00,69.00,69.00,131.00,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/turbopack-0r.ia7-wx7_ii.js,,,,script,Highest,Highest,2212,-1,100,100,0,100,-1,38.00,30.00,62.00,3072,0,,,,Fastly,6,132,1,1,511.00,131.00,506.00,506.00,511.00,5.00,1.00,511.00,510.00,0,1,1,1,,1.00,,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,1,0,256,1,TLS 1.3,False,h2,4865,443,
2,0,Step_1,3,90182.2,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/_next/static/media/83afe278b6a6bb3c-s.p.0q-301v4kxxnr.woff2,/_next/static/media/83afe278b6a6bb3c-s.p.0q-301v4kxxnr.woff2,,1,GET,workspaceweb-toolify-production.up.railway.app,74EDA16F2BF16CED5E4BB80356DFDCB7,200,Font,736.00,342.00,523.00,523.00,48432,48432,48432,,"public, max-age=31536000, immutable",font/woff2,,139,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/,0,,,parser,Highest,High,2269,100,100,-1,0,100,-1,-1.00,-1.00,-1.00,,,,,"31,536,000.00",Fastly,515,148,0,0,"1,259.00",523.00,865.00,865.00,"1,259.00",394.00,523.00,"1,259.00",736.00,1,2,,,,,non_blocking,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,7,5,220,1,,,,,443,
2,0,Step_1,3,90182.4,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/021ntmz7z_akk.css,/_next/static/chunks/021ntmz7z_akk.css,,1,GET,workspaceweb-toolify-production.up.railway.app,74EDA16F2BF16CED5E4BB80356DFDCB7,200,Stylesheet,203.00,201.00,523.00,523.00,999,999,3742,,"public, max-age=31536000, immutable",text/css,gzip,139,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/,0,,,parser,Highest,Highest,2062,100,100,100,0,100,-1,-1.00,-1.00,-1.00,1167,0,,,"31,536,000.00",Fastly,520,160,0,0,726.00,523.00,724.00,724.00,726.00,2.00,523.00,726.00,203.00,2,3,,,,,blocking,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,3,0,256,1,,,,,443,
2,0,Step_1,3,90182.5,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/09l~xromha.2l.css,/_next/static/chunks/09l~xromha.2l.css,,1,GET,workspaceweb-toolify-production.up.railway.app,74EDA16F2BF16CED5E4BB80356DFDCB7,200,Stylesheet,695.00,408.00,523.00,523.00,21697,21697,134653,,"public, max-age=31536000, immutable",text/css,gzip,139,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/,0,,,parser,Highest,Highest,2062,100,100,100,0,100,-1,-1.00,-1.00,-1.00,21968,0,,,"31,536,000.00",Fastly,521,166,0,0,"1,218.00",523.00,931.00,931.00,"1,218.00",287.00,523.00,"1,218.00",695.00,3,4,,,,,blocking,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,5,3,256,1,,,,,443,
2,0,Step_1,3,90182.3,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/_next/static/media/fba5a26ea33df6a3-s.p.0eehd8tgys7nv.woff2,/_next/static/media/fba5a26ea33df6a3-s.p.0eehd8tgys7nv.woff2,,1,GET,workspaceweb-toolify-production.up.railway.app,74EDA16F2BF16CED5E4BB80356DFDCB7,200,Font,581.00,382.00,525.00,525.00,27272,27272,27272,,"public, max-age=31536000, immutable",font/woff2,,139,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/,0,,,parser,High,High,2269,100,100,-1,0,100,-1,-1.00,-1.00,-1.00,,,,,"31,536,000.00",Fastly,519,154,0,0,"1,106.00",525.00,907.00,907.00,"1,106.00",199.00,525.00,"1,106.00",581.00,4,5,,,,,non_blocking,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,9,7,220,1,,,,,443,
2,0,Step_1,3,90182.6,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/0pizh8x7grygk.js,/_next/static/chunks/0pizh8x7grygk.js,,1,GET,workspaceweb-toolify-production.up.railway.app,74EDA16F2BF16CED5E4BB80356DFDCB7,200,Script,361.00,342.00,539.00,539.00,9398,9398,32575,,"public, max-age=31536000, immutable",application/javascript,gzip,139,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/,0,,,parser,Low,Low,1966,100,100,100,0,100,-1,-1.00,-1.00,-1.00,9510,0,,,"31,536,000.00",Fastly,527,172,0,0,900.00,539.00,881.00,881.00,900.00,19.00,539.00,900.00,361.00,5,6,1,1,,2.00,non_blocking,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,11,9,147,1,,,,,443,
2,0,Step_1,3,90182.7,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/0q49o014uafvi.js,/_next/static/chunks/0q49o014uafvi.js,,1,GET,workspaceweb-toolify-production.up.railway.app,74EDA16F2BF16CED5E4BB80356DFDCB7,200,Script,413.00,396.00,539.00,539.00,9235,9235,44418,,"public, max-age=31536000, immutable",application/javascript,gzip,139,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/,0,,,parser,Low,Low,1966,100,100,100,0,100,-1,-1.00,-1.00,-1.00,9378,0,,,"31,536,000.00",Fastly,531,178,0,0,952.00,539.00,935.00,935.00,952.00,17.00,539.00,952.00,413.00,6,7,3,2,,5.00,potentially_blocking,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,13,11,147,1,,,,,443,
2,0,Step_1,3,90182.8,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/0__x0tkmihi7b.js,/_next/static/chunks/0__x0tkmihi7b.js,,1,GET,workspaceweb-toolify-production.up.railway.app,74EDA16F2BF16CED5E4BB80356DFDCB7,200,Script,791.00,392.00,539.00,539.00,71005,71005,227536,,"public, max-age=31536000, immutable",application/javascript,gzip,139,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/,0,,,parser,Low,Low,1966,100,100,100,0,100,-1,-1.00,-1.00,-1.00,71176,0,,,"31,536,000.00",Fastly,533,184,0,0,"1,330.00",539.00,931.00,931.00,"1,330.00",399.00,539.00,"1,330.00",791.00,7,8,33,3,49,85.00,potentially_blocking,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,15,13,147,1,,,,,443,
2,0,Step_1,3,90182.9,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/0.1nke4_alib~.js,/_next/static/chunks/0.1nke4_alib~.js,,1,GET,workspaceweb-toolify-production.up.railway.app,74EDA16F2BF16CED5E4BB80356DFDCB7,200,Script,728.00,362.00,539.00,539.00,38361,38361,140798,,"public, max-age=31536000, immutable",application/javascript,gzip,139,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/,0,,,parser,Low,Low,1966,100,100,100,0,100,-1,-1.00,-1.00,-1.00,38502,0,,,"31,536,000.00",Fastly,534,190,0,0,"1,267.00",539.00,901.00,901.00,"1,267.00",366.00,539.00,"1,267.00",728.00,8,9,2,2,32,35.00,potentially_blocking,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,17,15,147,1,,,,,443,
2,0,Step_1,3,90182.10,151.101.2.15,https://workspaceweb-toolify-production.up.railway.app/_next/static/chunks/turbopack-0r.ia7-wx7_ii.js,/_next/static/chunks/turbopack-0r.ia7-wx7_ii.js,,1,GET,workspaceweb-toolify-production.up.railway.app,74EDA16F2BF16CED5E4BB80356DFDCB7,200,Script,367.00,361.00,540.00,540.00,4141,4141,10508,,"public, max-age=31536000, immutable",application/javascript,gzip,139,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://workspaceweb-toolify-production.up.railway.app/,0,,,parser,Low,Low,1996,100,100,100,0,100,-1,-1.00,-1.00,-1.00,4349,0,,,"31,536,000.00",Fastly,535,196,0,0,907.00,540.00,901.00,901.00,907.00,6.00,540.00,907.00,367.00,9,10,2,0,,2.00,potentially_blocking,https://workspaceweb-toolify-production.up.railway.app <https://workspaceweb-toolify-production.up.railway.app same_site>,19,17,147,1,,,,,443,
